graphs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
AML-75-001#2,1.4326826,-0.09171005,-0.07472768,0.17766865,0.18532257,1.7994004,1.219924,1.2335091,0.43140092,-0.038718764,-0.9131555,-2.209702,0.6809167,0.104004,0.60372716,-0.5521242,0.31912842,0.013479057,0.3052591,-0.07300416,1.1580925,0.46608993,0.45933735,-0.22578052,1.252326,-0.93029696,-0.14906059,0.5017853,1.7581879,0.13325083,-0.29410598,-0.094163835,1.1302735,0.7162225,-1.5641102,-0.58937395,-0.014602482,-0.36281416,0.2987996,0.45371538,-1.3527819,1.6024114,0.2618988,1.1544594,-0.39737055,-1.2160757,0.30435568,0.12922898,-1.1405085,-0.37744787,-0.42171103,-0.527146,1.2153391,-0.45458132,0.100523174,-0.2076271,1.3665625,0.5787587,0.69183624,0.20828725,0.53438663,-0.419435,-1.5420481,0.49326554,0.1104506,-0.6230154,1.3358228,-0.054145128,-0.27207366,1.4725064,0.25448874,-0.1100614,1.2394567,1.7889168,0.5205502,1.0019281,-1.5083534,0.8152813,0.21431896,-0.40532538,0.4073085,0.55101705,2.241812,0.21506564,0.11426313,-2.1024597,-1.7408308,-0.96030086,-0.23732619,-0.0864711,-1.70367,0.9350663,-1.2054236,-2.8059132,0.40106937,0.22208874,0.34395063,0.31704718,1.0784516,0.5652107,-2.3676925,0.08045343,0.07334285,-1.7375263,-2.259346,-0.9594193,-1.0433323,-1.0022562,0.05530392,0.380644,0.1786121,-0.41201723,0.69832796,1.4101177,-0.09537482,0.16474922,-0.27460343,0.16923302,-2.9922655,-1.0858592,1.005683,-0.07180873,-0.1734641,0.62486386,-0.8030537,1.7927624,1.732337,1.3470104
AML-61-001#2,0.4528099,-1.9950554,-0.99078155,-2.4153998,-0.41890723,0.30448213,1.219673,-0.6357343,0.18775758,0.123178475,-0.9875728,-0.16221485,1.942335,0.19074216,1.2130953,-0.68824,-0.66082096,-0.461656,0.0076873847,1.5882524,1.8329322,0.08889861,0.9305039,-0.34952438,0.5818006,-0.9247298,-1.6749061,2.3039627,0.3747177,0.21409595,0.7218424,0.038301,0.6028357,1.7748375,0.021830657,-0.7630317,-0.92829406,0.21973816,-0.115433976,-0.5008952,-1.7749513,0.91692317,0.63477266,-0.08505024,-1.849021,-0.8015336,0.81696105,-0.006018091,-0.6810298,0.23829873,0.2839915,1.6772902,1.2336597,0.85560447,0.21331915,-0.15913181,0.4418775,-0.97119653,2.1026375,0.06898191,0.6208173,0.7615497,-1.4455234,-1.1251816,-0.42572287,-1.3624065,0.04889823,1.0670137,-0.97512126,1.6601979,0.79280734,0.706034,0.1686198,1.2627,-1.0083325,1.1496543,-0.19736187,-1.3100431,-0.026750397,0.14027466,-0.1096621,0.29943818,1.3756745,-0.019846374,0.046897676,-1.3440726,-1.5771694,-0.42658457,-1.7352203,-0.26016486,-0.8247575,0.20802405,0.031979546,-0.91514105,-1.0108743,-0.4289827,-0.6699469,-0.6284607,0.7627165,0.08175117,-1.511555,-0.39581066,0.39815894,-1.4355502,-2.492036,-0.64404947,-1.7547814,-0.004515356,0.6600207,0.022538908,0.43760931,-0.9550642,-1.8334856,0.82728726,-1.223119,0.8531677,0.40801397,0.7420855,-0.7219396,0.5646925,0.46374327,0.7224596,0.21130389,-0.12432287,-0.3195147,0.9155677,1.983971,1.8859942
AML-12-001#2,2.2448313,-0.6077422,-0.6404826,-0.5816481,-0.96528774,0.87902087,0.7609115,0.2415012,0.48814073,-0.22942664,0.9428118,-0.3003811,1.4691824,-1.1709869,1.7427304,0.16645081,0.9421626,-1.0969608,0.4503701,0.7794409,1.1391399,0.5842087,0.1828334,0.8758965,1.8932213,-1.6295484,0.2352273,1.2079029,-0.45095342,0.7184537,1.2327752,1.1528424,1.0617931,-0.27470377,0.67671645,0.007994215,-0.0027439503,-0.32970026,0.56792164,-1.3915259,-0.6039338,0.70031375,-0.1204485,-0.15646915,-0.69646627,-1.5776105,-0.26563454,1.2486305,-0.98681587,-0.4393065,-1.2843571,-0.9633407,0.2087521,-0.053245105,0.119126484,-0.033159524,-0.29085264,0.48341087,0.2736229,-0.17242017,1.1281555,-0.5682838,-1.1292139,0.0100660855,0.3897533,-1.9372413,0.36883998,1.6827976,-0.4140137,1.2594808,-0.47459215,0.17123999,1.237647,3.1129162,-1.3992301,1.5049777,-0.32487842,0.86896914,-0.51586616,-0.2621582,0.8590969,2.338576,1.7824669,1.7123976,-0.044273432,-1.5833848,-2.201408,-0.24054445,-1.0818285,-0.9551855,-1.0287234,2.3074746,-0.35199082,-1.4228828,-0.49961784,0.30859077,1.2038162,0.5945057,1.7252548,0.94783485,-0.85629433,1.0862944,-0.3407014,-0.93261635,-0.7443662,-1.229855,-0.90386134,0.7142415,0.05032915,-0.8352869,0.24218561,-0.72681004,-0.066037394,0.8280785,-0.6402678,-1.2534488,-0.24385348,-0.031797677,-1.046189,0.5715058,-0.62508583,0.61141634,0.5366846,0.24613747,0.8935176,0.6454968,1.4985138,0.3866428
AML-08-001#2,1.1162888,-1.5640982,0.22422211,-0.54850817,-0.58258295,0.32343274,2.581808,-0.19739622,-1.1011997,2.6709316,-1.351777,-0.6326777,-0.29175672,-0.6343748,-0.4990249,0.016855763,0.15728755,0.75885946,0.36624128,-0.3966277,0.7203087,-0.16564082,0.3832149,0.11694652,0.3550938,-0.42223465,-0.70389855,1.8085679,-0.30755013,-0.26636,0.31678897,1.193109,1.5217904,-0.66188365,-0.9063773,0.3451606,0.20652877,-1.2306048,0.5973532,-1.1578101,-1.1692779,1.2809052,-0.86066145,-1.3082101,-1.3994873,-0.5987019,-0.74805546,1.9389796,-0.5848489,-0.48105997,-0.72077346,0.21442178,-0.010286088,0.572071,0.1945263,-1.0035167,-1.6241255,0.6808769,1.3334453,1.7193433,0.70039654,-0.14612772,-0.28265244,-0.042167842,0.79802614,-0.2740438,1.59626,-0.2208304,-0.30191654,-0.56701195,0.22030853,-0.3553559,1.1922166,0.980943,-1.1762618,0.90497786,0.34144422,-0.07788156,-0.3301433,0.4207569,0.021455053,-0.010701864,0.9449091,-0.3250453,0.2880625,-1.8629986,-0.61656314,0.8221753,0.49200138,-2.1827567,-1.1612834,1.0463905,0.029007161,-1.9360541,1.0808096,1.7997317,-0.6395225,0.85685956,-0.24932729,0.8460684,0.84641266,-0.1964371,0.5457586,-0.57774895,-2.1148143,-0.4708545,-1.3357451,1.5837717,-0.87573916,1.2001306,-0.5353958,-2.538619,-0.4535443,-0.505349,-0.51461333,0.38331172,-0.042735428,0.8675947,-1.2408237,0.68668705,1.0270596,1.1970412,0.988777,-0.4634356,-0.3350366,2.8771563,0.9016473,0.53902507
AML-54-001#2,1.5067577,-0.7522001,0.04006012,0.064564794,-1.9366486,-0.47573498,2.3668375,0.5513511,0.79738414,1.8136158,-1.4258081,-1.2111603,-0.06628535,-0.18759228,1.5588951,-0.22910568,-0.17083555,1.0407233,0.9933452,0.014782483,1.6388322,-0.6352578,-1.6759038,-0.06962636,0.20245595,-1.0174137,-0.6980614,1.2430515,0.274838,-0.70541906,1.5566738,0.64984137,1.9939421,0.7925155,-0.5871125,-0.8340454,-1.3639133,-0.3974938,-0.8734017,-0.023296556,-2.173225,1.0255747,-1.4635412,0.32723016,-0.56204224,-0.5750928,0.77492845,0.6435016,-0.023344059,1.156189,0.97911745,0.2622245,-0.026495917,0.25993046,-0.9877454,0.046467878,0.21191038,-0.16488807,-0.26829806,-1.0733596,0.39179084,0.3040572,0.2668418,-0.015616068,0.24904968,-0.5637693,0.61871433,-0.18978798,0.8261523,-0.81568795,-0.6726185,0.12208088,0.6632917,0.39743447,0.7732062,1.0541477,-1.4644463,-0.49609226,-0.6763482,0.2570194,0.5227055,2.0914123,1.9153104,-1.2495576,-1.1651689,0.75865334,-1.7835003,-0.6784081,-0.100543715,-0.10228515,-0.3447186,3.0552921,-1.4470348,-0.80443823,0.7943502,1.1965443,0.25362098,1.3817557,-0.75191826,0.89220965,-1.1090082,0.80240405,1.7222447,0.29034543,-0.32857662,-1.261507,-1.3336744,0.93550754,-0.8504404,0.55778795,0.84357625,-1.4165965,0.670332,-0.31434765,-1.2369436,-0.47098503,-0.70324916,0.5163675,-0.96725416,-0.39964566,0.052832834,-0.09790879,0.32561302,-0.21835594,0.80578786,2.8401048,0.5307135,0.64374304
AML-66-003,0.6344156,0.12098539,-0.3154958,-0.70568854,-0.31207907,1.6858776,1.3339331,-0.1489238,1.8679017,1.5277452,0.38447195,-0.29926872,1.6317993,-0.45927918,0.92346215,-0.22083159,0.03251748,0.3442511,1.0134574,-0.14737578,0.6389737,-0.11482339,-0.6353362,2.0670085,0.6722245,-1.0995835,-0.7335068,1.3121474,-0.1517317,0.018921295,0.5005218,1.1761707,1.4813932,1.6963747,-0.08093423,1.0110947,-1.0567834,-0.6217627,0.83863556,-0.23908046,-2.1624289,0.55714095,-0.18533742,-0.8434518,-1.9422252,-0.3331683,0.38622397,1.8582286,-0.55208266,-0.12634002,0.15441565,0.63858056,1.256532,-1.575728,0.3284039,-1.1192832,0.23703139,0.2867703,-0.70037824,-0.38958287,0.1340971,0.46510002,-0.69512784,2.0951638,-0.8805191,-0.11676271,1.5875074,0.284361,0.87005067,-0.40416038,0.49909052,0.979675,0.4301252,0.8472165,-0.23044962,0.83831865,-1.1959167,-0.2575517,-2.190074,-0.27777117,0.67520213,-0.5295077,0.5591166,-0.97666854,-0.57138914,-1.0953215,-0.073025875,-0.74649763,-0.48630255,-0.116924025,-0.9877776,2.0867965,-0.4420055,-0.5616961,-1.3576771,0.3625321,-0.17920104,1.1715643,0.11404239,0.046166625,-1.3252954,0.40684852,1.1000254,-2.4330103,-2.409757,-2.4174654,-1.4667163,1.1400923,0.087533794,-0.68946964,0.4899259,-0.5408135,-1.1570566,-0.4348903,-1.5744345,-0.19589806,-0.5383601,0.65280604,-1.3224986,-0.6720024,0.43228704,-0.3397829,-0.17042509,1.049254,0.49227074,2.219968,-0.44190875,0.92977124
AML-07-002,2.4434443,-2.0707247,-0.23397265,0.70758563,0.30832055,0.29120848,1.2605387,0.11923583,0.11985869,2.1578531,-1.7262853,-1.545669,-0.6406648,0.99150646,0.10565199,1.1316658,-0.4893578,-0.26629293,-0.47457594,-0.30391222,0.4867119,-0.15200573,0.007772577,-0.9473882,0.62356544,-1.034005,0.005723228,-0.13475595,-0.052400447,-1.182869,0.88143635,-0.6118082,1.1585876,-0.28777325,-0.18624987,1.9270908,0.638916,-0.035817284,0.14452466,0.6510988,-1.179779,0.32926866,0.48956212,-1.438781,-1.7137591,-1.5526556,-1.649802,0.43074724,-0.42367065,0.12339441,0.11859397,-0.28733262,-0.061646737,0.17141822,0.3435313,-0.40866968,-1.2535225,0.43557614,1.3369868,0.6899114,1.164485,-0.5981192,-0.868694,-0.28416646,-0.09744346,-0.86848205,0.75178456,0.0044395556,-0.60104805,-0.6858623,-1.3437067,-1.1233127,0.7099061,0.62304866,-1.024868,0.4743941,-1.6183347,-0.8935479,-0.24680364,1.2665067,1.2277967,0.44566917,1.0632994,-1.3727903,1.0802114,-1.1580914,-1.1751266,-0.94154274,0.16593131,-1.5972573,-1.0184951,2.458757,1.0924175,-0.81238884,-0.8574984,2.1850889,0.022522422,0.8329948,0.004210823,1.6867927,-0.38322905,-0.36493444,0.7335306,-0.9347384,-1.1299578,-0.14685066,-1.322347,0.34375554,0.8071356,1.0160623,-1.7699598,-0.8882097,0.7019751,0.3192221,-0.9180762,0.65648776,-0.632655,1.0619514,-0.41709796,1.0694631,1.4711753,0.7741816,1.4003289,1.1452771,-1.0161192,2.514962,0.40262353,0.56121737
AML-69-001#2,1.1894182,-0.19459689,-0.7966949,0.027158339,-0.75913244,1.2977197,0.03341079,-0.25405568,-0.3777226,1.8785166,-1.4268825,-0.9343468,0.120821275,1.5508436,-0.16232437,-2.357182,-0.7119692,-0.3848214,0.27488893,-0.95244473,0.8915941,0.0923553,-0.84574234,-0.7334659,1.2061878,0.056524146,0.6534807,0.03115521,0.8894477,-0.7630621,0.04388372,-0.04025669,1.2412474,-0.052240077,-1.1064249,-1.3552529,-0.35061088,1.6611731,1.3339247,0.14602348,-1.0662162,1.3602405,-0.26177138,-0.3430873,-1.0637244,-0.6919226,0.22838879,0.08945791,-0.41958624,-0.77102536,-0.25121006,0.050411016,-0.5816879,-0.20439228,-0.9459997,0.048444245,0.7980727,0.959398,0.6446909,0.9570432,0.66320735,-0.2596587,-1.9216331,0.48112336,-1.1216824,0.46106336,-0.24535374,-1.0289199,0.7037726,1.141515,-1.2932688,0.84301096,0.61069834,0.99599165,-1.519598,0.6475504,-2.6817088,-0.67068356,-0.41143617,-1.9629755,0.6402738,0.20925944,0.47523773,-0.5551268,-0.14027967,-1.660789,-0.72144985,-0.7261146,-0.53603894,0.3336785,-0.5205544,1.8947145,-0.45593363,0.024248982,0.61335313,-0.65352213,-0.06440864,0.7669659,1.5707202,0.4965945,-0.94630694,1.0207878,1.8953624,-1.6913624,-0.40272623,-0.95252186,1.2993332,-0.40482688,0.6616915,-0.01728967,-1.368747,-0.38598868,-0.79018843,0.41807684,0.46886954,-1.0926428,-0.24063867,2.2741652,-1.6754953,1.3572748,1.3373123,0.7142592,1.45219,0.040599458,-0.2816411,2.0294626,2.7899778,0.5523029
AML-95-001#2,1.8937547,-0.18664871,0.2586568,-0.13330953,-2.5889463,-1.2546604,1.7487959,1.2563437,0.7613254,0.5272877,-1.9143797,-0.5224443,0.5991935,0.5968372,0.65647453,-0.33839798,-0.91735893,-0.039198674,-0.8633124,0.02832098,-0.3678566,0.36386555,0.059141167,-1.3405055,1.2048455,0.17122668,0.49622932,2.5618882,0.665214,-0.24032898,1.8929217,-0.9605315,1.5842015,0.12110053,0.12296909,-0.09864831,-0.83431137,0.060745962,1.3421834,-0.9765678,-0.6005913,-0.099963725,-0.11431189,0.04322121,0.5996517,-1.400484,-0.68176407,1.0310216,-0.55593073,0.2394745,1.3716129,1.4204055,0.50219667,-0.6859877,-0.45925134,0.13218614,0.30611938,-0.991807,0.56736827,0.5336223,-0.5743806,0.8861993,-1.1180818,0.0986602,0.2133179,-1.6100003,0.34031326,0.22149162,-0.8471509,0.2480472,-0.40022266,-0.91435224,-0.739877,0.1239748,-0.55906355,-0.7555575,-2.355694,0.15957384,-0.29786798,0.7665294,-0.8474389,0.7514455,1.2764584,0.31660703,-0.36000475,-0.65243757,-1.2580429,-0.85786813,-1.6269548,-0.83033335,-1.3040357,1.2179818,-1.2433044,-0.91266215,2.2523766,-0.48053524,-0.9976231,0.26179233,-0.40696162,-0.42013758,-0.51765156,-0.9608421,1.7739433,0.05978329,-2.3706913,0.6164777,-1.0733329,1.316825,-0.34774256,-0.7634549,-0.67925745,-2.2201126,-0.6056726,0.18971024,-1.1878097,-2.1191542,-0.8241107,1.6224066,-0.419471,0.14810368,-0.3885622,0.3733724,0.4062308,-1.0205108,0.86751825,1.2393994,1.4362208,-0.31902394
AML-31-001#2,1.4666408,-0.74006706,0.7859633,-0.40491238,-0.50661904,0.26099643,0.81677073,-0.2003092,0.37776208,-0.2061036,-2.1814406,-1.3667703,2.8241777,0.46904668,2.347284,-0.45766467,0.7727904,-0.02820516,0.44071367,1.2123946,1.2918774,1.02134,0.14247423,-1.2266325,1.137281,-0.06127448,1.024768,1.1561322,0.49361706,0.7719597,-0.21326928,0.30313247,0.8002764,0.3415323,0.076581515,0.29835814,-0.31452087,-0.0031079936,0.589186,-1.0272703,-1.1365126,-0.79027456,-1.9957342,0.1426851,-0.7679057,-0.7814976,-0.056668706,2.8486688,0.41063982,-1.0189617,-1.3193512,0.2304262,-0.058303237,-1.2611579,0.023648972,-0.68977594,1.3219831,-1.2031214,0.7985171,0.72482115,-0.41246697,-2.5807447,1.0191329,-0.5866183,-1.7443002,-1.695175,-0.041229364,0.26880154,-0.68320566,0.684391,0.051491275,0.9359031,-0.5254035,0.78518915,-0.50492024,0.85927165,-0.46195003,0.4472368,-0.3024597,0.032498147,0.683172,1.9533774,1.2584801,0.69190675,0.3958598,-0.101841986,-0.33313456,-1.2275577,-0.41421762,0.23963612,-1.2579217,0.80378526,-1.833297,-0.54982436,-0.53286225,0.8336963,-0.34404185,0.050349306,1.3097963,1.0598975,-1.1073077,0.6086726,-0.40836966,-1.962727,-1.0582743,-0.97755945,-1.5350062,0.96854025,0.70318073,0.40741518,0.051794868,-0.6838848,-1.1361743,0.7716931,-0.04239364,0.5375496,0.7044929,0.38643712,-1.8447827,-1.57329,0.9263561,1.9860982,0.18972287,-0.19012435,0.020239435,0.64231175,0.9032129,1.0297227
AML-11-001#2,1.4644464,-0.7716846,1.4206289,0.6866417,0.714927,-0.20722151,1.1555065,0.90943307,0.60772914,0.90672344,-1.0020682,-0.14521386,0.4765107,-0.3568458,0.25322115,-1.0828243,-0.6260739,-0.24317591,-0.3955112,-0.36557427,0.5735934,-1.3229938,-0.49365208,1.0738243,1.1264273,-0.699641,-0.36913413,2.0069513,-0.3476041,0.117783524,0.24170285,0.015416239,0.43286136,0.71894187,-1.2706122,-0.20257114,0.28933153,-0.79884243,0.16948329,0.98904234,-2.1347723,0.19712949,0.19685414,-0.26031244,-0.4040398,0.03708716,0.004905418,0.7545467,-0.79368824,0.39470083,1.3340483,-0.09332826,1.4091573,-1.18638,0.18502218,0.061976757,-1.2419635,0.7071437,-0.9642254,-1.7685683,1.3428103,-0.54798156,-0.47606033,0.05521743,-0.5467345,0.13258514,0.04851471,-0.10965037,-0.9285648,-0.022792665,-0.13515057,0.29701632,0.08062607,1.8675175,0.38661364,0.7966942,-0.3247423,-0.010857197,-0.007961508,0.30512732,1.2079245,1.4755478,1.065658,0.18954118,-0.19507994,-0.54176736,-1.4657284,-1.2858185,0.8319311,-0.51016885,-1.3603772,2.383612,-1.0093925,-1.5001755,1.3290144,0.6425866,-0.48593843,1.5659308,0.4013052,-0.40466955,-0.7718501,-0.62015396,1.1601948,-0.10374162,-2.383147,-2.621554,-2.064058,0.6253822,-1.6924517,-0.3167574,0.92436326,-0.98445326,1.205422,0.7481167,-0.7638283,-0.5700284,0.0137465,0.3128201,-2.0037887,-1.0186788,-0.19378401,0.4831515,0.0782831,0.5458299,0.64361775,3.7957385,1.5507524,0.2865513
AML-123-001#2,1.59173,-1.6984432,1.0743589,1.035484,1.099677,0.9299804,0.7879108,0.47475037,-0.38636178,1.3452343,-1.7032853,-1.0108923,-0.6924721,0.04011364,0.4416207,-0.7997179,-0.47959024,0.9808562,0.26611876,-0.99372697,-0.98103434,-1.1844887,-0.27959776,-0.44895065,-0.707849,0.51509064,-0.8131453,2.6596653,-0.852015,1.6333709,1.3896595,-1.0828512,2.0192893,-0.28821948,0.91945577,-0.8478836,-0.32863784,1.2038581,1.0412804,0.7061991,-1.7602162,1.2436464,-1.0262331,-0.5319706,-1.5467689,-1.8141104,-0.11210643,2.1843247,0.17873634,-0.18827717,-0.8481483,1.5431987,0.71924454,-0.87943065,-0.83272773,-0.25843516,-0.048457112,0.04016717,-0.54100895,0.70083433,1.5742791,1.1773539,-0.6341129,1.1562884,-0.34391156,-0.8419755,-0.21896087,0.3784734,-1.7445855,-0.079272926,-0.6624191,-0.06256507,-0.015445467,0.7347523,0.20199677,1.100205,-0.49330387,-1.1516709,0.8590028,-0.08147266,-0.7450009,0.45609087,0.47812247,-0.011866112,0.65712994,-1.1060911,-1.7142432,0.32975328,-0.61857253,-1.0464444,-1.5273205,1.8118051,0.4683726,-0.61612225,-0.4199951,-0.5263844,-0.517855,0.69530267,1.2870553,1.2607173,-0.9406047,0.17366093,1.5166181,-1.3129137,-0.4923934,-1.7045523,0.05314961,2.6036177,-0.47027257,0.14510964,-0.70667547,-0.5408977,0.24867119,0.2893003,-0.83465284,-1.8262947,0.6728148,0.17925219,-0.33110166,0.67900324,1.4412904,0.86814535,-0.4008643,-0.13385497,-0.48887414,-0.15203705,1.5981789,-0.054400306
AML-03-001#2,2.1271043,-1.5403497,0.16631715,0.1926834,-1.2704362,0.24198546,2.3107536,0.74495244,-1.1624994,1.0106616,-0.38883367,-1.3582872,1.8460912,0.5367607,2.4785197,-0.25515535,-0.81604195,0.38526636,1.2689223,-0.08671708,1.5545101,0.58912313,-1.0131344,-0.34955418,0.8702611,-0.6123463,0.52418303,1.4450809,0.9332734,0.8823668,1.0525275,0.9979884,1.9604802,-0.007810855,0.065790795,-1.388272,-1.2593899,-0.019129818,-0.41586748,-0.4636785,-1.4793667,0.6275947,-1.6668212,0.21886554,-1.3828766,0.17176852,-0.1423846,0.3840602,-1.0634879,-0.2829564,1.3775921,0.34587744,-0.14224231,0.65952206,-0.42114627,0.38714847,-0.10799093,-0.8069936,0.5811472,-0.289766,-0.3890506,0.7087691,0.016546292,-1.2128214,-1.1342452,-1.0345458,0.8892511,0.3673776,0.8583377,0.40474358,-0.67402536,0.5454434,1.2403239,-0.20868531,0.7409243,1.7672048,-1.1639389,-0.2694013,-0.6192714,0.6644632,0.6553947,1.1756469,2.2107024,-2.0696466,-0.80125374,-0.35983953,-1.9172717,0.57939035,-0.7215209,0.3138936,0.61874074,0.99088275,-1.639383,-0.56641394,1.2189347,0.3112637,-0.007533155,1.5090185,1.4323697,0.38000947,-0.8079751,-0.5419365,0.6525636,1.0762217,0.38959152,0.13857482,-1.283545,0.78959984,0.5790348,0.16898482,-0.4900458,-0.72629124,0.6270268,0.13945898,-0.39672136,-2.0741258,-1.0855561,0.92969126,-1.3201916,-0.6060782,0.5287273,-0.22658107,0.097087294,0.083093084,0.78859687,1.6644912,2.2221327,-0.23462628
AML-21-002#2,2.493728,-1.1447381,0.35467583,0.23083709,-0.9295788,0.4589965,1.1800143,-1.2646947,0.69970334,0.8885243,-0.8383808,-0.41059643,1.0891455,-0.3210796,1.9027576,-1.1536672,-1.2340157,0.057394814,-0.13637885,0.74286616,1.5894942,1.6766427,0.93799657,-0.7206302,0.6771966,-1.3871484,-0.20910345,-0.025480097,0.73048884,0.33855182,-0.48820874,0.49512523,0.87908494,1.5137225,1.0800374,0.35036135,-1.5789609,-1.1324816,2.354728,0.21635962,-1.6032609,0.60597914,-0.71828127,-0.6705579,0.64719903,-0.594233,-0.86155385,1.5260407,-1.1295018,-0.8211421,-0.6471755,1.2579471,1.2010596,-0.31810978,0.040055484,-1.2446382,1.3483487,-0.28892714,0.9959951,0.4433297,-0.5135166,-0.427517,0.06419393,-0.9571428,-2.013099,-0.20214956,0.4144268,-0.77223974,0.13993981,0.7634876,-0.0074219094,0.019819321,1.0692922,0.65971106,-1.159905,0.23236655,-0.3675731,-0.19954021,-1.1736788,-0.07896692,-1.3451517,1.5073409,-0.51630485,-0.73183286,0.7179221,-0.1181575,-2.1055794,-1.334553,0.7210468,-0.010908979,-0.7246923,-0.8812841,0.17677914,-0.34711236,0.7312313,0.7093253,-0.7960418,0.3428511,0.68541867,0.509455,-1.5253599,1.0519557,1.4782643,-0.051989608,-2.8852665,-0.8338401,-0.4525105,0.72436124,0.6272569,0.14538813,0.4348781,0.43150368,-0.055509076,0.1927419,-0.4562705,-1.150556,1.0931821,1.6994016,0.23221679,-1.9318525,0.8712924,-0.45177597,-0.116315454,0.25685346,-0.33737347,2.2810633,2.063389,-0.36364424
AML-91-001#2,1.0841079,-1.0821223,-0.09549748,-0.5981136,-1.5717146,0.07306452,0.83241695,1.2691132,1.3728623,-0.009149829,0.51942855,-1.2511411,1.0808363,-0.17179048,1.178421,-0.13597518,-0.8452619,0.5783837,0.5494176,-0.35970408,0.19675179,-1.1026351,0.2837101,-0.23577765,-0.027514664,-0.39281332,0.16598687,1.424582,-0.17797296,0.20495284,0.8425164,-0.54801315,2.2721996,0.9986059,-1.073666,1.2695187,0.7120566,0.9209466,0.7213316,0.15042861,-1.9348804,0.85999835,-0.3891161,-1.3646296,-0.85906273,-0.97491914,0.2801674,2.6516101,0.42605636,-0.6620539,1.3965385,0.4380758,1.2383072,-1.5792432,-1.6526299,-0.49526364,-1.1072155,0.0530625,0.27069408,-1.4074966,0.09403358,-0.6630912,-1.0669315,1.3164433,0.5884264,-0.12940785,0.29754105,-0.33304733,-0.3395056,0.627095,-1.1411068,0.51935315,0.29386982,2.390113,-0.3802521,-0.329428,-1.3264407,-0.32649732,-0.6785251,0.6244952,0.36799175,0.6171555,-0.40905222,-1.2362288,0.9772485,-0.74897087,-0.89856136,-0.45345184,-0.70389885,-0.5190398,-1.5957899,2.8819592,-0.62395245,-0.9018911,-0.5608914,0.8336464,0.58022016,1.4140224,1.3371602,-0.17164443,-1.7102185,-0.93277043,1.2245346,-1.1614962,-1.4760249,-0.40810132,-1.0717733,1.4983177,-0.20842849,0.30860832,-0.35669386,-1.331752,-0.37041783,-1.3623546,-1.869656,-0.95281017,-1.1899489,1.8382074,-0.11593687,0.84363127,-0.4182773,0.44816837,0.96492535,-0.8741674,0.58438843,0.9975445,1.1814957,0.502068
AML-105-001#2,1.017267,-1.4098045,1.1440971,-0.51584023,0.30477828,0.49875772,0.98157316,0.92605555,0.008976321,1.3800023,-1.3437198,-2.309706,-0.20384532,0.4437173,0.2928009,-1.1205375,-0.7778097,-0.13529041,0.74198246,0.07041954,0.5210594,-0.70049554,0.22568762,-0.8882065,-1.1341006,-1.8577249,-1.0900427,1.4296098,0.7751921,0.3903722,0.051386245,0.7710049,0.6825973,-0.7764613,-0.1691725,-1.425861,-0.9299225,0.5062249,1.7983139,0.23688065,-0.36167684,1.3165085,-0.9529983,-1.8362821,-0.2988922,-0.010827706,-1.2028346,1.0258121,-0.14857651,0.87605107,-0.8920193,-0.022247178,0.95521426,0.045430187,-1.3539739,-0.6434937,-0.014655201,0.7343691,1.0352771,1.5234407,-0.8031526,0.08115069,-1.26217,0.8050636,-1.4361633,-0.7405655,0.17800888,0.7017633,0.72385997,-0.60824984,-1.5132077,-0.20042871,0.99668705,1.5916611,-1.5712332,-0.2903445,-1.941071,-1.1647546,0.12543018,-1.5524443,0.1832865,0.24548657,0.44687837,0.46571615,-0.19301367,-0.8830632,-0.33509898,-0.27427745,-0.6748869,-0.50592345,0.09055043,1.0168246,-1.0946882,-0.25528187,0.13768177,0.014329891,-1.7224909,0.07895459,1.4386946,0.18242022,-1.2089359,0.13555217,1.5750045,-1.5844204,-0.78086644,-2.3793304,-0.12723428,1.8874073,-0.1383704,0.14837813,-0.43002865,0.6972888,-1.6779214,-0.6149629,1.0187848,0.026534215,0.0645298,0.45229134,0.6323972,0.55990773,1.4143679,1.9359326,0.95028645,1.1913255,-0.61250037,1.0423377,2.867277,1.053828
